吃早饭	7	8	104	108	3	2
午休	12	13	33	108	3	2
吃早饭	31	32	104	108	3	2
午休	36	37	33	108	3	2
吃早饭	55	56	104	108	3	2
午休	60	61	33	108	3	2
吃早饭	79	80	104	108	3	2
午休	84	85	33	108	3	2
吃早饭	103	104	104	108	3	2
午休	108	109	33	108	3	2
吃早饭	127	128	104	108	3	2
午休	132	133	33	108	3	2
打篮球	139	140	49	108	3	3
吃早饭	151	152	104	108	3	2
游泳	155	156	109	108	3	3
午休	156	157	33	108	3	2
吃早饭	175	176	104	108	3	2
午休	180	181	33	108	3	2
吃早饭	199	200	104	108	3	2
午休	204	205	33	108	3	2
吃早饭	223	224	104	108	3	2
午休	228	229	33	108	3	2
吃早饭	247	248	104	108	3	2
午休	252	253	33	108	3	2
吃早饭	271	272	104	108	3	2
午休	276	277	33	108	3	2
吃早饭	295	296	104	108	3	2
午休	300	301	33	108	3	2
打篮球	307	308	49	108	3	3
吃早饭	319	320	104	108	3	2
游泳	323	324	109	108	3	3
午休	324	325	33	108	3	2
吃早饭	343	344	104	108	3	2
午休	348	349	33	108	3	2
吃早饭	367	368	104	108	3	2
午休	372	373	33	108	3	2
吃早饭	391	392	104	108	3	2
午休	396	397	33	108	3	2
吃早饭	415	416	104	108	3	2
午休	420	421	33	108	3	2
吃早饭	439	440	104	108	3	2
午休	444	445	33	108	3	2
吃早饭	463	464	104	108	3	2
午休	468	469	33	108	3	2
打篮球	475	476	49	108	3	3
吃早饭	487	488	104	108	3	2
游泳	491	492	109	108	3	3
午休	492	493	33	108	3	2
吃早饭	511	512	104	108	3	2
午休	516	517	33	108	3	2
吃早饭	535	536	104	108	3	2
午休	540	541	33	108	3	2
吃早饭	559	560	104	108	3	2
午休	564	565	33	108	3	2
吃早饭	583	584	104	108	3	2
午休	588	589	33	108	3	2
吃早饭	607	608	104	108	3	2
午休	612	613	33	108	3	2
吃早饭	631	632	104	108	3	2
午休	636	637	33	108	3	2
打篮球	643	644	49	108	3	3
吃早饭	655	656	104	108	3	2
游泳	659	660	109	108	3	3
午休	660	661	33	108	3	2
吃早饭	679	680	104	108	3	2
午休	684	685	33	108	3	2
吃早饭	703	704	104	108	3	2
午休	708	709	33	108	3	2
吃早饭	727	728	104	108	3	2
午休	732	733	33	108	3	2
吃早饭	751	752	104	108	3	2
午休	756	757	33	108	3	2
吃早饭	775	776	104	108	3	2
午休	780	781	33	108	3	2
吃早饭	799	800	104	108	3	2
午休	804	805	33	108	3	2
打篮球	811	812	49	108	3	3
吃早饭	823	824	104	108	3	2
游泳	827	828	109	108	3	3
午休	828	829	33	108	3	2
吃早饭	847	848	104	108	3	2
午休	852	853	33	108	3	2
吃早饭	871	872	104	108	3	2
午休	876	877	33	108	3	2
吃早饭	895	896	104	108	3	2
午休	900	901	33	108	3	2
吃早饭	919	920	104	108	3	2
午休	924	925	33	108	3	2
吃早饭	943	944	104	108	3	2
午休	948	949	33	108	3	2
吃早饭	967	968	104	108	3	2
午休	972	973	33	108	3	2
打篮球	979	980	49	108	3	3
吃早饭	991	992	104	108	3	2
游泳	995	996	109	108	3	3
午休	996	997	33	108	3	2
吃早饭	1015	1016	104	108	3	2
午休	1020	1021	33	108	3	2
吃早饭	1039	1040	104	108	3	2
午休	1044	1045	33	108	3	2
吃早饭	1063	1064	104	108	3	2
午休	1068	1069	33	108	3	2
吃早饭	1087	1088	104	108	3	2
午休	1092	1093	33	108	3	2
吃早饭	1111	1112	104	108	3	2
午休	1116	1117	33	108	3	2
吃早饭	1135	1136	104	108	3	2
午休	1140	1141	33	108	3	2
打篮球	1147	1148	49	108	3	3
吃早饭	1159	1160	104	108	3	2
游泳	1163	1164	109	108	3	3
午休	1164	1165	33	108	3	2
吃早饭	1183	1184	104	108	3	2
午休	1188	1189	33	108	3	2
吃早饭	1207	1208	104	108	3	2
午休	1212	1213	33	108	3	2
吃早饭	1231	1232	104	108	3	2
午休	1236	1237	33	108	3	2
吃早饭	1255	1256	104	108	3	2
午休	1260	1261	33	108	3	2
吃早饭	1279	1280	104	108	3	2
午休	1284	1285	33	108	3	2
吃早饭	1303	1304	104	108	3	2
午休	1308	1309	33	108	3	2
打篮球	1315	1316	49	108	3	3
吃早饭	1327	1328	104	108	3	2
游泳	1331	1332	109	108	3	3
午休	1332	1333	33	108	3	2
吃早饭	1351	1352	104	108	3	2
午休	1356	1357	33	108	3	2
吃早饭	1375	1376	104	108	3	2
午休	1380	1381	33	108	3	2
吃早饭	1399	1400	104	108	3	2
午休	1404	1405	33	108	3	2
吃早饭	1423	1424	104	108	3	2
午休	1428	1429	33	108	3	2
吃早饭	1447	1448	104	108	3	2
午休	1452	1453	33	108	3	2
吃早饭	1471	1472	104	108	3	2
午休	1476	1477	33	108	3	2
打篮球	1483	1484	49	108	3	3
吃早饭	1495	1496	104	108	3	2
游泳	1499	1500	109	108	3	3
午休	1500	1501	33	108	3	2
吃早饭	1519	1520	104	108	3	2
午休	1524	1525	33	108	3	2
吃早饭	1543	1544	104	108	3	2
午休	1548	1549	33	108	3	2
吃早饭	1567	1568	104	108	3	2
午休	1572	1573	33	108	3	2
吃早饭	1591	1592	104	108	3	2
午休	1596	1597	33	108	3	2
吃早饭	1615	1616	104	108	3	2
午休	1620	1621	33	108	3	2
吃早饭	1639	1640	104	108	3	2
午休	1644	1645	33	108	3	2
打篮球	1651	1652	49	108	3	3
吃早饭	1663	1664	104	108	3	2
游泳	1667	1668	109	108	3	3
午休	1668	1669	33	108	3	2
吃早饭	1687	1688	104	108	3	2
午休	1692	1693	33	108	3	2
吃早饭	1711	1712	104	108	3	2
午休	1716	1717	33	108	3	2
吃早饭	1735	1736	104	108	3	2
午休	1740	1741	33	108	3	2
吃早饭	1759	1760	104	108	3	2
午休	1764	1765	33	108	3	2
吃早饭	1783	1784	104	108	3	2
午休	1788	1789	33	108	3	2
吃早饭	1807	1808	104	108	3	2
午休	1812	1813	33	108	3	2
打篮球	1819	1820	49	108	3	3
吃早饭	1831	1832	104	108	3	2
游泳	1835	1836	109	108	3	3
午休	1836	1837	33	108	3	2
吃早饭	1855	1856	104	108	3	2
午休	1860	1861	33	108	3	2
吃早饭	1879	1880	104	108	3	2
午休	1884	1885	33	108	3	2
吃早饭	1903	1904	104	108	3	2
午休	1908	1909	33	108	3	2
吃早饭	1927	1928	104	108	3	2
午休	1932	1933	33	108	3	2
吃早饭	1951	1952	104	108	3	2
午休	1956	1957	33	108	3	2
吃早饭	1975	1976	104	108	3	2
